epoch,train_loss,test_loss
1,0.47448106937938267,1.222556710243225
2,0.38443875312805176,0.9817472398281097
3,0.2965766025914086,0.7723897695541382
4,0.22558837356390776,0.5849959552288055
5,0.16099555845613833,0.4212466776371002
6,0.10868694108945352,0.2839492201805115
7,0.0670111855423009,0.17366433888673782
8,0.03507818771457231,0.09670979306101798
9,0.016514013279919273,0.04971719048917293
10,0.007311427379371943,0.026395146548748017
11,0.0039614306297153234,0.016588089242577552
12,0.0028869369136238538,0.012221544049680233
13,0.002773757980860494,0.010639094561338425
14,0.0024731358884040404,0.00996604161337018
15,0.002486107586365607,0.009263396821916103
16,0.0023848439515050915,0.008859677193686365
17,0.002214582412745114,0.00861627859994769
18,0.0020497843312720456,0.008271129429340362
19,0.0018887417574188913,0.0076688331551849846
20,0.0018258677101349113,0.007299742521718144
21,0.0017803235893586167,0.007241461612284184
22,0.001706833804578141,0.006900311773642897
23,0.001674624979151068,0.006646721670404076
24,0.0016347329774699002,0.006501529226079583
25,0.0015562391447558723,0.006164150219410658
26,0.0015014452100903899,0.006048386520706117
27,0.001488037959293083,0.005963937402702868
28,0.0014095123947805,0.005815687077119947
29,0.0014022193542957582,0.005704431864432991
30,0.0013888369840397328,0.005549640138633549
31,0.0013335390896019009,0.005487864138558507
32,0.0013565975306038228,0.005368336918763816
33,0.001325758113698275,0.005371637060306966
34,0.0013328472268767655,0.005259412317536771
35,0.001272339509644856,0.005166278290562332
36,0.0013390383295093973,0.005137291271239519
37,0.0012545104793928287,0.0050930210389196874
38,0.0012751459575223703,0.00503814653493464
39,0.0012464589219436878,0.005006004055030644
40,0.0013132706948521514,0.0049716592067852615
41,0.0012345734177398736,0.004984371713362634
42,0.0012499271219389306,0.004923844896256924
43,0.001218909628396095,0.004872182267718017
44,0.0012378272044265436,0.0048427006229758264
45,0.001193379386138447,0.004809828370343894
46,0.0012420948543068436,0.004810627934057265
47,0.001191164058615902,0.004783934960141778
48,0.0012413014946677894,0.0047536934027448295
49,0.001194326079847222,0.00476151539478451
50,0.0011562449691592956,0.004732592520304025
51,0.001153640591332482,0.0047021095873788
52,0.0011843372119107732,0.004695315414573997
53,0.0011767959243755926,0.004703859449364245
54,0.0011588195791571504,0.004671475384384394
55,0.0012060027252624019,0.004643087123986334
56,0.0011152236639409912,0.004637602798175067
57,0.0011208900983479839,0.004613928310573101
58,0.0011738222652908276,0.00461901007220149
59,0.0011129576477860272,0.004623167600948363
60,0.0011030584649200103,0.004595169483218342
61,0.0011178658977668318,0.004574770026374608
62,0.0010981075066848899,0.004567087069153786
63,0.0011994846022894813,0.004545242467429489
64,0.001093897395077403,0.0045627455110661685
65,0.0010915332952410811,0.004516473168041557
66,0.001152418605569336,0.00451745770405978
67,0.0011177378322894652,0.004513929935637861
68,0.0010768042810485458,0.004486087302211672
69,0.001137209456862399,0.004463070526253432
70,0.0010775114211288314,0.0044694189564324915
71,0.0010784789704269282,0.004456377355381846
72,0.0010457319623566473,0.004432066821027547
73,0.0010534482630814804,0.00442911071004346
74,0.0010460848721710067,0.004430998070165515
75,0.0010317191613635427,0.004409436171408742
76,0.0010594646489523627,0.004396195628214627
77,0.0011542378472060794,0.004396369762253017
78,0.0010371996689139417,0.004386065329890698
79,0.0010371575438141547,0.004384031507652253
80,0.0010258899613594015,0.004369620105717331
81,0.0010252935462631285,0.004357437882572412
82,0.0010068108935633467,0.0043537375400774184
83,0.0010285200163101156,0.0043704077252186835
84,0.0010124976623855117,0.004319008812308312
85,0.0010219985399291748,0.004322639910969883
86,0.0010056567369718795,0.004294760222546756
87,0.0009930409195712182,0.004296206566505134
88,0.0009879574082097625,0.004290774767287076
89,0.0010327135926302246,0.004275669145863503
90,0.0010409211239743013,0.004268042463809252
91,0.0009799436137890789,0.004242275131400674
92,0.0009831369076251846,0.004203846480231732
93,0.0009723627827716646,0.004213113919831812
94,0.0009956131904834398,0.0042157316231168805
95,0.0009585342766648089,0.004189499176573008
96,0.000988763117843687,0.004180840856861323
97,0.0009633921716293251,0.004181274562142789
98,0.0009738215939486745,0.004178738698828966
99,0.0009643185487086022,0.0041738935513421895
100,0.0010412934018488697,0.004167217831127346
101,0.0009663897411276897,0.004143597290385515
102,0.0009534042565738437,0.004099213983863592
103,0.000941365035638834,0.0041480171494185925
104,0.0009650106712123724,0.00410402788547799
105,0.0010512876421368371,0.0041061005089432
106,0.000963094139782091,0.0040964573970995845
107,0.00100664440240642,0.0040526593918912114
108,0.00092432369516852,0.004052114731166512
109,0.0009470476264444491,0.004013871704228222
110,0.000959539997253429,0.004026323324069381
111,0.0009853039454254839,0.004005220212275162
112,0.0010432443986819297,0.00402299624402076
113,0.0009379310649819672,0.003988840035162866
114,0.0009137362778548979,0.003980862384196371
115,0.0009298443404043576,0.003981055784970522
116,0.0009139603417780665,0.004005225095897913
117,0.0009333362686447799,0.003940239903749898
118,0.0008947835077479896,0.004010378173552454
119,0.0009240978386649793,0.003930196445435285
120,0.0010188337915611487,0.0039296315517276525
121,0.0008929892857041624,0.0039230284048244355
122,0.0008971306583757892,0.003928324300795793
123,0.0008992722917658588,0.0039168872172012925
124,0.0008840595234047483,0.003888314589858055
125,0.0008860589738038403,0.0038955034164246173
126,0.000949388563943406,0.003913680434925482
127,0.0009224776445922476,0.003827852482208982
128,0.0008809613020814679,0.003856440191157162
129,0.0008971964470455768,0.0038252972590271384
130,0.0008674128028495168,0.0038272807782050223
131,0.0008781418803630879,0.003806897293543443
132,0.0008891791340256868,0.00386049299268052
133,0.0008633475657983649,0.003779009886784479
134,0.0008650854029434009,0.003768476122058928
135,0.0008800265862158051,0.0037953045859467236
136,0.0008625849548951481,0.003803342900937423
137,0.0008738442427582211,0.0037534152390435336
138,0.0008624402668189119,0.0037839143886230888
139,0.0008628111444758597,0.0037720531458035112
140,0.0008533175741494806,0.0037833910901099443
141,0.0008555521845765826,0.003757124114781618
142,0.0008583444637393027,0.0037032529537100343
143,0.0008672363926760025,0.0037215444492176173
144,0.0008539031874129756,0.003686661151004955
145,0.0008382629333667595,0.003737693774746731
146,0.0008394474560325896,0.0037176414509303866
147,0.0008653666364908633,0.0037198104138951747
148,0.0008670373946962947,0.003649056755239144
149,0.000825948436546174,0.0036484260752331467
150,0.0008582379442587909,0.0036929889814928175
151,0.0008261734425711135,0.0035793337505310775
152,0.0008291956899618661,0.0035784923704341052
153,0.0008320638832325736,0.0036186558834742756
154,0.0008109453993475418,0.0036473808344453574
155,0.0008617360069399217,0.0035655737156048417
156,0.0008438840752070839,0.00356046644737944
157,0.0008399906369891984,0.0036167987214867025
158,0.0008771490538492799,0.003532747249118984
159,0.0008064380424373128,0.003551090392284095
160,0.000814124013737051,0.0035395704035181552
