epoch,train_loss,test_loss
1,0.2345424653203399,0.6422002047300339
2,0.1320174386103948,0.3898882895708084
3,0.06187033473893448,0.21864344626665116
4,0.02679913935975896,0.12479178793728352
5,0.01513890173562147,0.08352227807044983
6,0.01184157254519286,0.06973892003297806
7,0.0101470907598182,0.05986670199781656
8,0.008427528405769004,0.05396391991525888
9,0.006897876366834949,0.04638701006770134
10,0.005330555028868494,0.0405145151540637
11,0.0043260083637303775,0.03600947577506304
12,0.0034913020941463335,0.031767730973660945
13,0.0028814227251266994,0.027917900308966636
14,0.0024460188751281413,0.025272551085799934
15,0.002107682249819239,0.023057819344103336
16,0.0019309187062188154,0.021217898279428483
17,0.0018469582212640456,0.019987799040973187
18,0.0017600306870277833,0.018832844286225735
19,0.0016631499898654442,0.01803570396732539
20,0.0017613006337476825,0.017700833338312804
21,0.001816848760763942,0.01698127486743033
22,0.0015812565300924082,0.01661962326616049
23,0.0015759767309107163,0.01617350517772138
24,0.0015755959385488597,0.01601208110805601
25,0.0015545043624351146,0.01562637072056532
26,0.0014918346717388853,0.015361262857913971
27,0.001489777672018304,0.015008246712386607
28,0.001505071767260907,0.014804698736406862
29,0.0014910168678465266,0.014607246220111846
30,0.0015145024582226244,0.01429371228441596
31,0.0014260954749597996,0.014122940599918365
32,0.0014062971221628013,0.013911322504281998
33,0.0013788480406489085,0.01361342016607523
34,0.0014217024802713207,0.013572259992361068
35,0.0014891647841539925,0.013047570665366947
36,0.0013562041179587443,0.012714015995152294
37,0.001344850590814733,0.01295781396329403
38,0.001314832658627657,0.012359419860877097
39,0.001324926078302303,0.01218757142778486
40,0.001348311922305988,0.012308942759409547
41,0.0013061183228812836,0.01175186614273116
42,0.0014121472637203555,0.011601078743115067
43,0.0012544753931083338,0.011384863185230642
44,0.0012925762329595509,0.011365743400529028
45,0.001240226563014504,0.01091496649896726
46,0.0011903456071633155,0.010947969218250364
47,0.0011959835688618045,0.010628754191566258
48,0.0011849509707341592,0.010605596203822643
49,0.0011512804690196558,0.01023521537426859
50,0.0011412921077054408,0.010022150073200464
51,0.001121871467653869,0.009896394319366664
52,0.0011077360659665257,0.00988016891060397
53,0.0011131194877196794,0.009614358679391444
54,0.0010960624247134008,0.009435274079442025
55,0.0011473629252847146,0.009276638994924724
56,0.0012062821834762064,0.009005031990818679
57,0.0011061006160970363,0.009036752686370164
58,0.00104896064213891,0.00872530583292246
59,0.0011544249988488715,0.008540142176207155
60,0.0010335182822826835,0.00874004514189437
61,0.0010155396357057961,0.008469026023522019
62,0.0010015821683703474,0.00812915835995227
63,0.001042113985426517,0.008280292118433863
64,0.001026054904623716,0.0077468047267757354
65,0.0009897414441824097,0.008095855230931193
66,0.0009849126886196987,0.007798064686357975
67,0.0009800509444041247,0.00770613340428099
68,0.0009729080710611823,0.007805363985244185
69,0.0009575907207801248,0.007193956908304244
70,0.0009601065324170997,0.007822953280992806
71,0.0009481765263006781,0.007172795722726733
72,0.0009188068598396731,0.00698152061086148
73,0.0009446533189879523,0.007142411090899259
74,0.0009441162325890252,0.00686580641195178
75,0.0009152871670839549,0.006777762656565755
76,0.0009061158537709465,0.006763138994574547
77,0.0009268919993364425,0.006700415466912091
78,0.0008739151256762583,0.006490216392558068
79,0.0008732060054575817,0.006388609984423965
80,0.0008654848053184752,0.006725050660315901
81,0.0009190112307098591,0.006261397560592741
82,0.000866800891580405,0.006222308636642993
83,0.0008595378711578194,0.0060895299888215956
84,0.0008587748053725119,0.006402760464698076
85,0.0008414319449069875,0.005768189462833107
86,0.0008499023980995709,0.005798958777450025
87,0.000819362465537981,0.005756574845872819
88,0.0009000383994404088,0.0058402897557243705
89,0.0008624819995559476,0.00560786867281422
90,0.000840843051534008,0.005743640102446079
91,0.0008406425660251882,0.005476806510705501
92,0.0008156876773918393,0.005489523324649781
93,0.0008204490629766413,0.005113759962841869
94,0.0008060321173009773,0.005245606228709221
95,0.0007716081224013275,0.005129585904069245
96,0.0008242387428051896,0.005099851661361754
97,0.0007726188966814705,0.005173940083477646
98,0.0008351654493405173,0.004933493735734373
99,0.0007842153556541436,0.004950342862866819
100,0.0007731429542656298,0.004903362691402435
101,0.0007577716724308966,0.005050925957038999
102,0.0007667706748988065,0.0047201309353113174
103,0.0007766889164620941,0.004480769182555378
104,0.0007538101948470015,0.0043746086477767674
105,0.0007433707004464748,0.00462755945045501
106,0.0007309605107703074,0.004555050213821232
107,0.0007573650929973357,0.004847885482013226
108,0.0007383895335132601,0.004646663693711162
109,0.0007303930976410845,0.004389121610438451
110,0.000753293231052036,0.004413154657231644
111,0.000776802852568734,0.0042227102268952875
112,0.0007306490830766658,0.0044665198831353335
113,0.0007051678931694132,0.004295825015287846
114,0.0007684824112975211,0.004338195646414533
115,0.0007045440703492474,0.004314582352526486
116,0.0007237984973471612,0.004019017814425751
117,0.0007018180536019996,0.004098868306027725
118,0.0007035142194514197,0.0040541869180742655
119,0.0006915647838333691,0.003951610083458945
120,0.0006963750099573561,0.0038691649329848587
121,0.0006747255977609677,0.004159028199501336
122,0.0007048306288197637,0.003863365185679868
123,0.0006810876967156892,0.0038262044836301357
124,0.0007071049681312784,0.003963382029905915
125,0.0006803753079751645,0.0036811071215197442
126,0.0006741028730714417,0.003963299293536693
127,0.0006859324833688637,0.003902958135586232
128,0.0006696899686681314,0.00360254950937815
129,0.0006954462420523029,0.0037079984555020928
130,0.0006788549772291272,0.0037130840704776348
131,0.0006656318194776153,0.003537095163483173
132,0.0007020768874402469,0.003512297384440899
133,0.0007551502882658193,0.0035324546915944666
134,0.0006591674270263562,0.003518316219560802
135,0.0006542545204326787,0.003535917738918215
136,0.0006575641320388833,0.0033983239671215417
137,0.0006824472910483126,0.0036105837323702874
138,0.0006681063387077302,0.0034409037383738906
139,0.0007509628145877892,0.0034630152804311365
140,0.0006659749886710886,0.003358755598310381
141,0.0006638001521221466,0.003280428337166086
142,0.0006424949827271996,0.003306953824358061
143,0.0006417546796405481,0.0033133199147414418
144,0.0006359822715846045,0.003559192270040512
145,0.0006549769669719455,0.003336575848516077
146,0.0006320189406526171,0.003191744943615049
147,0.000641131357514058,0.0032028471410740166
148,0.000644209686908181,0.003230802121106535
149,0.0006361272449053272,0.003308016317896545
150,0.0006335000981818195,0.003284932515816763
151,0.0006250526618074488,0.003159893292468041
152,0.0006449492971619798,0.003185672772815451
153,0.0006321015254663373,0.0031054456369020043
154,0.0006306912934329981,0.003083039080956951
155,0.0006365461654409215,0.0032783599686808883
156,0.0006516540964151284,0.0030341878882609308
157,0.0006241801246586773,0.0029401396575849505
158,0.0007044451210984132,0.003006523085059598
159,0.0006385583908047045,0.0028879451972898098
160,0.0006407529689130132,0.0032785922463517635
161,0.0006227321966973788,0.002975902380421758
162,0.0006390650728631213,0.0029299661400727928
163,0.0006163867095623304,0.0029960317886434497
164,0.0006842372402186609,0.0030419147573411466
165,0.0006208101360782705,0.002939846768276766
