param_value,RMSE,MAE,R²,RRMSE,MDA
0.1,12.36600078367783,8.29370871980335,0.711882650097136,0.02373565511698355,0.4295774647887324
0.01,12.17802645918751,7.900241531770106,0.720575360857793,0.023374851829404977,0.4084507042253521
0.001,12.479610501846297,8.401057956215965,0.7065643107986297,0.023953720855095402,0.4084507042253521
0.0001,12.12647614386493,7.878599600853283,0.7229359963681719,0.02327590468173185,0.4225352112676056
