param_value,RMSE,MAE,R²,RRMSE,MDA
5,12.224558688230912,8.041697408654077,0.7184359186175663,0.023464167118941146,0.4295774647887324
10,12.368060280946281,8.135782790687694,0.7162724631257302,0.0237182204786645,0.41605839416058393
20,12.787769990533489,8.218507971547773,0.7163028606325476,0.024536650547021106,0.4409448818897638
30,12.992575839232726,8.270869696944763,0.718667965409612,0.02488691735306186,0.4188034188034188
