epoch,train_loss,val_loss
1,0.12338667159730737,0.10855592787265778
2,0.009155147814784537,0.006511084921658039
3,0.003384359942918474,0.006396416481584311
4,0.0018579579138366337,0.0033230593660846354
5,0.001318296896484257,0.0017265969654545188
6,0.0011870906878770752,0.0011377580696716905
7,0.0011486607413230972,0.0011418393114581704
8,0.0011535321708916772,0.0012555958470329641
9,0.0011420552380679344,0.0016290688188746571
10,0.0011593008927196604,0.0011158013076055795
11,0.0010607666812244463,0.0011559329635929317
12,0.0010364283807575703,0.0011191342840902508
13,0.0010217497871384364,0.0010450506641063839
14,0.0010540886776818131,0.0010430211666971445
15,0.0010179115514884788,0.0010257893067318947
16,0.0009817801712250168,0.0011726816010195762
17,0.0009831644446504388,0.0010503149474970996
18,0.0009610551271841607,0.0010118309350218625
19,0.0009733168381816623,0.0010789975989609958
20,0.0010090921238191765,0.0010457648779265583
21,0.0009559532415799119,0.0010072997771203517
22,0.0009543871247759936,0.0010715631651692092
23,0.0009597905525218018,0.0009979494207073003
24,0.0009708145913794975,0.0009834012773353607
25,0.0010112765911881897,0.001409679849166423
26,0.0009263688751327044,0.000987100653583184
27,0.0009485397472003983,0.0010014044470153748
28,0.0009206684507344934,0.00097512545180507
29,0.0009049209488280626,0.0009699213493149728
30,0.0008887553730429235,0.0009876345517113804
31,0.0008752825736089355,0.0009716792323160916
32,0.0008823843831619756,0.0009504746354650706
33,0.0008867320244793187,0.0009572516311891377
34,0.0008698870250637727,0.0009667276754043996
35,0.0008560673436890779,0.0011372293927706778
36,0.0008498468139970845,0.00094417022773996
37,0.000876652291150425,0.0009207284339936451
38,0.0008654126378876919,0.001016812480520457
39,0.0008698646137914197,0.0009396553155966103
40,0.0008304976204685358,0.0009528157999739051
41,0.0008341717766597867,0.0009057678224053233
42,0.0008451944264710288,0.0012482725083827972
43,0.0008557507733877918,0.0010956242273095994
44,0.0008108673474370418,0.0008854357030941174
45,0.0008019483383660289,0.0008915661135688424
46,0.0008249327855248174,0.0009019227174576372
47,0.0007946053943173451,0.0008722798462258652
48,0.0007814210429470139,0.0008646608126582578
49,0.0007896508005532352,0.000859468278940767
50,0.000794763059027239,0.0010066258982988074
51,0.0007753386572320861,0.0008657349098939449
52,0.0007641205765222284,0.000881623275927268
53,0.0007683654601516372,0.000841881101951003
54,0.0007660604156130416,0.000856286654016003
55,0.000742293980279514,0.0008641172724310308
56,0.0007609160370934246,0.0008170394430635497
57,0.0007596259423404593,0.0008258416899479925
58,0.000730215417041274,0.0009219286555889993
59,0.0007340225340819663,0.000914952953462489
60,0.0007477438167287884,0.0009739635977894067
61,0.0007197813485452735,0.0008395326382014901
62,0.0007307489325863902,0.0007881675410317257
63,0.0006841527501819655,0.0008506750105880201
64,0.0006780148290669207,0.000810357101727277
65,0.0006798493255204944,0.0007816158322384581
66,0.0006927206307988275,0.000836684470414184
67,0.0006794250935358418,0.000894364237319678
68,0.0006636234227864242,0.0008079098115558736
69,0.0006571333453228527,0.0007718491251580417
70,0.0006571881597417153,0.0007430890764226206
71,0.0006470069704598493,0.0007327573024667799
72,0.0006350490201095289,0.000726069527445361
73,0.0006169828259523704,0.0008344535192009062
74,0.0006228604801104997,0.0007884252292569727
75,0.0006761116171467372,0.0007665941055165603
76,0.0006511614840498871,0.0007892326670116745
77,0.000646518314500678,0.0007564689294667915
78,0.0006591503717407414,0.0007859922072384507
79,0.0006371776676546274,0.0008028078853385523
80,0.0006035403480795635,0.0007326980266952887
81,0.0006228498836704107,0.0011432820581831038
82,0.0006055402270497077,0.0007099517533788458
83,0.0006017191864719445,0.0007018757896730676
84,0.0005971674571893262,0.0008394528063945472
85,0.0006621219561731613,0.0008477428724290803
86,0.0005955564212689006,0.0006919042469235137
87,0.0005640049877745861,0.0007027480169199407
88,0.0005921511659504507,0.0007119940899428911
89,0.0005783692150461403,0.0007334938069107011
90,0.0006051914917241612,0.0009261596831493079
91,0.0006126813327269206,0.0008033991907723248
92,0.0006064418240302158,0.0007338461873587221
93,0.0005946575600484556,0.0008069178700679913
94,0.0006016492274780335,0.0006838588247774169
95,0.0006315042899752206,0.0007527235720772296
96,0.0005832926399307325,0.0007534512667916715
97,0.0005657735124590214,0.0006852019141661003
98,0.0005838631927459078,0.0007068626291584224
99,0.000570382701963271,0.000749890791485086
100,0.0005826585865262049,0.0007729365228442475
101,0.0005728346639609134,0.00067688086128328
102,0.00055350760654123,0.0006792048719944432
103,0.0005563892343409614,0.0006813655883888714
104,0.000562865218274634,0.0007055072317598387
105,0.0005564249123298479,0.0006754010391887277
106,0.000560865222889168,0.000675702684384305
107,0.0005472260223045437,0.0007694950210861862
108,0.0005482477202101356,0.0006794558124965988
109,0.0005638651683429172,0.0006806381017668173
