epoch,train_loss,val_loss
1,0.06836684636602347,0.030169157683849333
2,0.0053544729651713915,0.010530262999236584
3,0.0023627182103651153,0.0018956596148200333
4,0.001446823510129682,0.001389842655044049
5,0.0012335007698063484,0.0011605936335399747
6,0.0011381375767417592,0.0011091649532318116
7,0.0011169070917689664,0.0010861000511795283
8,0.0011102807634002106,0.0011174831131938844
9,0.0010748145075260916,0.0010556882014498114
10,0.0010491724295372312,0.0012080002925358713
11,0.0010415931769371541,0.0010743944847490638
12,0.0009993113265161148,0.0010402134677860886
13,0.0010000610015016389,0.0010087761329486966
14,0.000977676998114806,0.0010076938022393733
15,0.0009738020307850093,0.0010217049508355557
16,0.0009502792672719806,0.0009744609240442514
17,0.0009304269280453974,0.0009874131326796487
18,0.001035101341337643,0.0009731002850458026
19,0.0010160198937889866,0.0011466303607448936
20,0.0009482351332818242,0.0009560020873323083
21,0.0008897171911402521,0.0009686719480669126
22,0.0009056133567355573,0.0009530725161312148
23,0.0008915117743361571,0.0009698623383883387
24,0.0008902530680643395,0.0009266554698115215
25,0.0008637325094737621,0.0009325104037998244
26,0.0008736658439209515,0.0009309557877713815
27,0.0008338673624993218,0.0011606178886722773
28,0.0008529102633474395,0.0009890001558233053
29,0.0008491203903262926,0.0008931292482884601
30,0.0008566806870724329,0.0008915687969420106
31,0.0008178064837755466,0.00096343488257844
32,0.0008324563942468641,0.0009537154750432819
33,0.0008004846134678122,0.0011699381109792739
34,0.0007990407942667265,0.0009180470719002187
35,0.0008031704941954972,0.0013719337177462876
36,0.000828088479465805,0.0009263204236049205
37,0.0007687776828375222,0.0009114138985751197
38,0.0007779709452403371,0.0009132266801316291
39,0.0007854113646317273,0.0008357607759535313
40,0.000771425770257007,0.0008198222058126703
41,0.0007505299436161295,0.0009135384927503765
42,0.0007370343558828939,0.0008039381995331496
43,0.0007410393194401298,0.0009640289790695533
44,0.0007152147776320238,0.0008352849283255637
45,0.0007050801690308039,0.0007925929588964209
46,0.00070138334360143,0.0007786715985275805
47,0.0006992294828788462,0.0008293460123240948
48,0.0006764427803731946,0.0007956692978041246
49,0.0006893088787116787,0.0008155989926308393
50,0.00067005496583244,0.0008640751999337226
51,0.0006935498928545381,0.0007867697888286785
52,0.0006549192357025194,0.0009319876146037132
53,0.0006742600605569103,0.0007653979788301513
54,0.0006599355335559019,0.0008256062748841942
55,0.000675965273826891,0.0008091276336926967
56,0.0006689330793134021,0.0007435294275637716
57,0.0006290221962527456,0.0007562671817140654
58,0.00064227032602172,0.0007741619570879266
59,0.0006576996747753583,0.0007304171536816284
60,0.0006040368250317194,0.000812125881202519
61,0.0006117038997631012,0.0007721706613665446
62,0.0006261714760595086,0.0010322199610527604
63,0.0006852787324036894,0.0012023543938994407
64,0.000636647335010242,0.0007075624700519257
65,0.0006159819921859624,0.0007600655750138685
66,0.0005981278253867375,0.0008547031902708113
67,0.0006221530837303197,0.0008155216986779123
68,0.0005750075136099688,0.000702472505508922
69,0.0005902518817244775,0.0007369975646724924
70,0.0005818663934901865,0.0007044500031042844
71,0.0005609705218706619,0.0007733502745395527
72,0.0005566641643368216,0.0007716331077972427
73,0.0005797173481286419,0.0009680235234554857
74,0.0006036905727920715,0.0007361261144978925
75,0.000576162673744627,0.000959495798451826
76,0.0005652742574139583,0.0007428937533404678
77,0.0005566807885770686,0.0007608040439663454
78,0.0005502111089299433,0.0007130632438929752
79,0.0005620760030896319,0.0013727548299357294
80,0.0006096547506537966,0.0006867877673357725
81,0.000575878567443314,0.0006854607519926504
82,0.0005608944775303826,0.0010908892669249325
83,0.0006018715066602454,0.0007324608217459172
84,0.0005646242828912694,0.0007343918259721249
85,0.0005674473015295172,0.0008948735485319048
86,0.0005666088082679463,0.0006876424246001989
87,0.0005348674524363807,0.0006808862031903118
88,0.000545451208546927,0.0006822850147727877
89,0.0005463208746567199,0.0007214217155706137
90,0.0005508831077763302,0.0007222903688671068
91,0.000551388249732554,0.0006797615817049519
92,0.0005416159282586622,0.0006726164079736918
93,0.0005651379760820419,0.00101448887726292
94,0.0005672502725660293,0.0007502840948291123
95,0.0005368750386299904,0.0006752500543370843
96,0.0005911192268037914,0.0006848968128906563
97,0.0005160618900183842,0.0007247448491398245
98,0.0005242946724386209,0.0006748703628545627
99,0.0005371716238600625,0.0006979233090532944
100,0.000541421025197699,0.0006983663624851033
101,0.0005314457931407643,0.0009434512292500585
102,0.0005221534652677788,0.0007599215459777042
103,0.0005339729369469834,0.0006723797443555668
104,0.0005098402484277772,0.0006756880466127768
105,0.0005123189396478913,0.0007227245107060299
106,0.000600909857894294,0.0009661772288382054
107,0.0005518135598818349,0.0008961330517195165
108,0.0005196065301953985,0.0006901909655425698
109,0.0005586421479661526,0.000742468802491203
110,0.0005714082151164555,0.0012432436691597105
111,0.0005682463710069318,0.0006527643970912322
112,0.0005110691398096441,0.0007204487454146146
113,0.0004991251057204367,0.0007738116837572306
114,0.0005035618576750329,0.0006596151855774224
115,0.0005030016645005989,0.0006528138794237748
116,0.0005151175018082457,0.0006542609276948497
117,0.0005496973330578344,0.0009562992840074003
118,0.0005249757391125472,0.0008322847017552704
