param_value,RMSE,MAE,R²,RRMSE,MDA
32,12.082115982926053,7.869432683900229,0.7249593580382512,0.02319075852175677,0.4084507042253521
64,16.692325727878377,13.310254837888861,0.47501780582157505,0.032039726788650254,0.4225352112676056
128,12.800193814769594,8.749449841787001,0.6912947870203581,0.024569057622811852,0.4507042253521127
256,12.2662866172328,8.200969990758235,0.7165104276839863,0.023544260897751353,0.47183098591549294
