Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,Price_Range,RSI_14
2018-04-19,332.880005,335.309998,326.769989,332.700012,332.700012,8438800,324.5419984,311.2480011,303.45750265000004,325.5412317928309,316.5932461193008,309.5435957551524,8.540008999999998,70.2614871710034
2018-04-20,332.220001,336.51001,326.0,327.769989,327.769989,9158700,327.7659974,315.1399994,304.51100149999996,326.28415086188727,318.6253811885188,311.27944273085217,10.510010000000023,78.93709942243035
2018-04-23,329.149994,331.220001,317.079987,318.690002,318.690002,8968000,329.947998,318.0160003,305.3985015,323.75276790792486,318.6371304269699,311.98521028029484,14.140014000000008,69.95669282323932
2018-04-24,319.220001,320.25,302.309998,307.019989,307.019989,13893200,324.1399962,318.9109985,304.73200065000003,318.1751749386166,316.5249228947936,311.5123320631239,17.940001999999993,59.602713979612375
2018-04-25,306.369995,309.980011,292.619995,305.76001,305.76001,14919700,318.38800039999995,319.1199982,304.98550105000004,314.0367866257444,314.5676660048311,310.9644918666359,17.360015999999973,56.52318997799767
2018-04-26,310.0,316.630005,305.579987,313.980011,313.980011,9266700,314.64400020000005,319.59299930000003,306.39600215,314.017861417163,314.46081964031634,311.25168416505153,11.050017999999966,63.44282272217672
2018-04-27,316.25,317.450012,306.5,311.76001,311.76001,7074400,311.4420044,319.60400089999996,307.21650235000004,313.2652442781087,313.969763342077,311.3000961493323,10.950012000000015,61.536846243026055
2018-04-30,311.070007,317.880005,310.119995,312.459991,312.459991,6088800,310.1960022,320.0720001,308.82500145,312.99682651873917,313.69525927988116,311.4105623255864,7.760009999999966,58.253981830803376
2018-05-01,310.359985,313.480011,306.690002,313.299988,313.299988,6036600,311.452002,317.79599909999996,310.3065002,313.0978803458261,313.6233917744482,311.5905076279115,6.790008999999998,55.842726404992185
2018-05-02,311.649994,317.100006,310.399994,313.359985,313.359985,5697100,312.971997,315.6799987,311.52749935,313.1852485638841,313.5754996336394,311.7590292823961,6.700012000000015,52.67264111866475
2018-05-03,312.589996,312.589996,305.730011,311.690002,311.690002,6135800,312.5139952,313.57899770000006,312.4134994,312.6868330425894,313.2326818820686,311.7524552555012,6.859984999999995,50.026265776305344
2018-05-04,308.709991,320.980011,307.670013,320.089996,320.089996,8209500,314.1799924,312.81099839999996,313.9754989,315.15455402839297,314.479466267147,312.5465067549773,13.309998000000007,57.62796257342661
2018-05-07,321.98999,329.019989,319.339996,326.26001,326.26001,7117800,316.93999619999994,313.5679992,315.79199975,318.8563726855953,316.6213833094839,313.85255468307474,9.679993000000024,41.63537439324809
2018-05-08,325.899994,327.350006,323.049988,326.890015,326.890015,4735700,319.65800160000003,315.5550018,317.23300015,321.5342534570636,318.4884072532141,315.094217570401,4.300018000000023,43.38479248257392
2018-05-09,328.790009,331.950012,327.51001,330.299988,330.299988,5633400,323.04600220000003,318.00899960000004,318.5644989,324.45616497137576,320.6359673889934,316.54238618274377,4.440001999999993,47.97500328552428
2018-05-10,331.5,332.059998,327.339996,329.600006,329.600006,5302300,326.628003,319.5709991,319.5819992,326.17077864758386,322.2657925909946,317.78596902248245,4.720002000000022,51.662747676458906
2018-05-11,329.649994,331.26001,324.869995,326.459991,326.459991,4589700,327.902002,321.0409972,320.32249905000003,326.2671827650559,323.02837411990464,318.6120663536746,6.390015000000005,57.91403472015193
2018-05-14,327.25,330.5,327.040009,328.529999,328.529999,4089800,328.3559998,322.64799800000003,321.35999905,327.02145484337063,324.0286695526492,319.55663136761035,3.4599910000000023,77.23480391076922
2018-05-15,325.940002,326.940002,322.429993,326.130005,326.130005,4746100,328.20399779999997,323.93099970000003,320.8634994,326.7243048955804,324.4107305430766,320.18266695164743,4.510008999999968,75.06771175791653
2018-05-16,326.279999,329.720001,325.140015,328.190002,328.190002,3671700,327.7820006,325.4140014,320.54700005,327.2128705970536,325.0978708079718,320.9452702895858,4.579986000000019,70.6121487124101
2018-05-17,327.529999,330.450012,323.170013,325.220001,325.220001,4935700,326.9059996,326.76700130000006,320.17299949999995,326.5485807313691,325.12007629743147,321.35238750010143,7.279999000000032,69.10848033504662
2018-05-18,324.899994,326.420013,322.799988,324.179993,324.179993,3577700,326.45,327.176001,319.99349970000003,325.7590514875794,324.94915206153485,321.6216832619965,3.6200249999999983,66.47920774281918
2018-05-21,327.109985,331.880005,325.450012,331.820007,331.820007,6657300,327.10800159999997,327.7320007,320.64999995,327.77936999171965,326.19839841398306,322.59295218942543,6.429992999999968,71.86027568234508
2018-05-22,334.049988,336.630005,331.149994,331.619995,331.619995,5964400,328.2059996,328.20499870000003,321.88000024999997,329.05957832781314,327.1841432478043,323.4526705523373,5.48001099999999,71.48236470588246
2018-05-23,329.040009,345.0,328.089996,344.720001,344.720001,10049100,331.51199940000004,329.647,323.8279998,334.27971921854214,330.37248102093076,325.47813059497184,16.910004000000015,80.62301586632007
2018-05-24,344.339996,354.0,341.119995,349.290009,349.290009,14758600,336.326001,331.6160003,325.5934997,339.2831491456948,333.8120315625797,327.74592853830785,12.880004999999983,79.14170801909799
2018-05-25,349.899994,354.359985,348.829987,351.290009,351.290009,7817400,341.74800419999997,334.0990021,327.56999965,343.28543576379656,336.98984564211065,329.98822191561186,5.529997999999978,77.24797133238981
2018-05-29,351.5,356.100006,346.709991,349.730011,349.730011,9717900,345.330005,336.21900330000005,329.43350065,345.4336275091977,339.3062393435451,331.86839230460123,9.390015000000005,74.3704526263927
2018-05-30,352.369995,354.0,349.26001,353.540009,353.540009,5685500,349.71400780000005,338.96000369999996,331.44550169999997,348.1357546727985,341.8941974629005,333.93235579940114,4.7399899999999775,74.58738979934454
2018-05-31,353.799988,355.529999,350.209991,351.600006,351.600006,6921700,351.09000879999996,341.3010041,333.35750275,349.29050511519904,343.65888992419127,335.61498915183915,5.320007999999973,72.68038337765431
2018-06-01,353.880005,359.98999,352.820007,359.929993,359.929993,7112300,353.21800559999997,344.7720033,335.7695023,352.83700107679937,346.617272301611,337.9307038040449,7.169983000000002,81.16965990373569
2018-06-04,362.679993,363.0,355.51001,361.809998,361.809998,7682000,355.32200339999997,348.5350038,337.8555024,355.8280000511996,349.3795860649545,340.20492229889777,7.4899899999999775,81.10278478156407
2018-06-05,363.320007,369.829987,361.410004,365.799988,365.799988,8358000,358.5359988,351.9330019,339.8325013,359.15199603413305,352.3651136895082,342.6425476037646,8.419983000000002,86.00468647437776
2018-06-06,367.779999,369.679993,363.329987,367.450012,367.450012,7712300,361.3179994,355.5160036,341.86050115,361.9180013560887,355.10782247323397,345.00516326054895,6.350006000000008,85.89975423213747
2018-06-07,368.540009,368.700012,357.799988,361.399994,361.399994,8278000,363.277997,357.1840029,343.41550145,361.7453322373925,356.2518536599187,346.5665757119252,10.90002400000003,81.3192075196722
2018-06-08,358.059998,362.390015,356.25,360.570007,360.570007,5225700,363.4059998,358.3120027,344.9640015,361.3535571582617,357.03697244902435,347.900235834599,6.140015000000005,81.61597079411746
2018-06-11,361.880005,365.670013,360.910004,361.450012,361.450012,4432400,363.3340026,359.32800299999997,346.71350255,361.3857087721745,357.83934327647444,349.19069070749435,4.760008999999968,79.16910915665535
2018-06-12,363.600006,365.980011,362.0,363.829987,363.829987,4291000,362.9400024,360.73800059999996,348.47850195,362.2004681814497,358.9285512262063,350.5849094020187,3.9800109999999904,80.40399241804849
2018-06-13,367.529999,384.25,364.109985,379.929993,379.929993,18222800,365.4359986,363.376999,351.16850135,368.1103097876332,362.7469951850779,353.37967926849313,20.140015000000005,81.4543411503061
2018-06-14,384.269989,395.029999,383.25,392.869995,392.869995,14598300,371.72999880000003,367.5039979,354.402501,376.3635381917555,368.2239042423364,357.1406617191128,11.779998999999975,83.86694696509002
2018-06-15,390.709991,398.859985,387.51001,391.980011,391.980011,13588100,378.01199959999997,370.7089997,357.74050150000005,381.569029127837,372.5431963800934,360.4586949839592,11.349974999999972,82.17619293328275
2018-06-18,387.720001,393.160004,386.5,390.399994,390.399994,6824800,383.80199600000003,373.5679993,361.05150154999995,384.5126840852247,375.78988685644003,363.3102472712012,6.660004000000015,82.15018368141997
2018-06-19,389.5,405.290009,388.5,404.980011,404.980011,16697100,392.0320008,377.4860016,364.70950175,391.3351263901498,381.0971821552691,367.2787961977535,16.790008999999998,84.74735753921703
2018-06-20,415.149994,419.470001,409.600006,416.76001,416.76001,16494600,399.3980042,382.4170014,368.96650250000005,399.81008759343325,387.58133267249286,371.9912927503484,9.869995000000017,88.85046003330115
2018-06-21,421.380005,423.209991,406.369995,415.440002,415.440002,18389900,403.9120056,387.82100219999995,372.50250255000003,405.02005906228885,392.64654527749417,376.12926505983904,16.839995999999985,86.11579848686335
2018-06-22,419.980011,420.5,409.649994,411.089996,411.089996,10428600,407.7340026,392.8730011,375.5925019,407.04337137485925,395.9998999543134,379.4588584827115,10.850006000000008,81.06402823458043
2018-06-25,404.690002,405.98999,378.75,384.480011,384.480011,22490900,406.550006,395.176001,377.252002,399.52225124990616,393.9053746898927,379.937063484358,27.239989999999977,59.162260620417875
2018-06-26,393.279999,404.779999,389.049988,399.390015,399.390015,15191200,405.4320068,398.73200380000003,379.7350022,399.47817249993744,394.9025820190031,381.78972553346676,15.73001099999999,63.862846959921754
2018-06-27,407.559998,411.589996,390.0,390.390015,390.390015,16541400,400.1580078,399.778006,381.5775025,396.448786666625,394.08211528827525,382.60880072075565,21.589995999999985,62.268312410846896
2018-06-28,395.0,396.899994,387.100006,395.420013,395.420013,12219900,396.15401,400.0330078,383.76850284999995,396.10586211108335,394.3253694176797,383.8289161759218,9.799987999999985,64.24193064608431
2018-06-29,399.190002,401.329987,390.549988,391.429993,391.429993,9252500,392.2220094,399.978006,385.34350285,394.5472390740556,393.79893734173794,384.5528282544054,10.779999000000032,61.94802167297581
2018-07-02,385.450012,398.380005,380.0,398.179993,398.179993,8142500,394.9620058,400.7560059,387.1620026,395.7581570493704,394.5954929159674,385.85065346827156,18.380004999999983,63.228835334464875
2018-07-03,399.48999,399.980011,389.5,390.519989,390.519989,5280300,393.1880006,399.3100037,388.39800265,394.0121010329136,393.8544922039733,386.29535209034094,10.48001099999999,54.36197057478618
2018-07-05,393.799988,399.23999,390.859985,398.390015,398.390015,8448900,394.78800060000003,397.4730042,389.9450028,395.47140568860914,394.67913271234175,387.4472247484037,8.380004999999983,52.37277199666011
2018-07-06,397.450012,408.649994,395.519989,408.25,408.25,8629600,397.353998,396.754004,392.2875031,399.73093712573944,397.1465631282796,389.42844143903193,13.130004999999983,56.49292842196455
2018-07-09,415.950012,419.119995,411.100006,418.970001,418.970001,11127500,402.86199960000005,397.54200449999996,395.20750280000004,406.14395841715964,401.1144609231378,392.2419233019813,8.01998900000001,60.62634669942443
2018-07-10,417.23999,419.440002,413.079987,415.630005,415.630005,9382900,406.35200199999997,400.6570039,397.91650245,409.3059739447731,403.75365075529453,394.46935965417356,6.360014999999976,54.322587561305276
2018-07-11,411.339996,419.769989,410.600006,418.649994,418.649994,9713900,411.978003,402.5830018,400.65750280000003,412.4206472965154,406.4620767997864,396.77227721091896,9.169983000000002,50.82582523666734
2018-07-12,415.160004,416.790009,407.799988,413.5,413.5,12743300,415.0,404.89400029999996,402.33600315,412.7804315310103,407.74169919982523,398.3653936670219,8.990021000000013,49.17977259057855
2018-07-13,409.190002,410.0,395.079987,395.799988,395.799988,15719000,412.50999759999996,404.9319978,402.4825028,407.12028368734025,405.57047898167514,398.12106931778175,14.920012999999983,44.19116846230258
2018-07-16,398.980011,403.359985,391.75,400.480011,400.480011,22960000,408.8119995999999,405.8369996,402.9075028,404.90685945822685,404.6449393486433,398.345730430374,11.609984999999995,57.293942566693886
2018-07-17,346.950012,385.0,344.0,379.480011,379.480011,58410400,401.58200079999995,403.9670014,402.36150365000003,396.4312433054846,400.0694978307081,396.5489952465288,41.0,41.40105565128556
2018-07-18,381.23999,383.130005,372.359985,375.130005,375.130005,21746300,392.878003,402.428003,400.86900335,389.33083053698977,395.53504458876114,394.50909141352605,10.770019999999988,43.133548153243325
2018-07-19,371.059998,375.75,363.0,364.230011,364.230011,16878700,383.02400520000003,399.0120026,398.2425034,380.9638906913265,389.84322029989545,391.6253694693807,12.75,36.66980568005571
2018-07-20,364.920013,370.5,360.140015,361.049988,361.049988,15096700,376.0740052,394.2920014,395.52300269999995,374.32592312755105,384.6080871544599,388.71342837705873,10.359984999999995,36.92546430496119
2018-07-23,359.149994,363.899994,353.600006,362.660004,362.660004,11505200,368.51000379999994,388.6610017,393.1015031,370.4372834183674,380.6175265809217,386.23214986495793,10.299987999999985,34.005778580703165
2018-07-24,366.940002,367.399994,354.559998,357.320007,357.320007,12851500,364.07800299999997,382.8300019,391.7435029,366.06485794557824,376.381613929845,383.47861244924763,12.839995999999985,34.73143714726727
2018-07-25,357.570007,363.279999,355.649994,362.869995,362.869995,8467800,361.626001,377.252002,389.91750190000005,364.9999036303855,373.92495594260043,381.5158869778907,7.630004999999983,33.308265043248525
2018-07-26,358.190002,365.540009,356.630005,363.089996,363.089996,6993700,361.397998,372.2110016,388.55250095,364.3632677535904,371.95496322576395,379.7610402180916,8.910004000000015,26.66391828692923
2018-07-27,366.850006,367.0,351.649994,355.209991,355.209991,8949500,360.2299986,368.1520019,386.54199985,361.3121755023936,368.9104228210796,377.42284505446383,15.350006000000008,16.056228636349488
2018-07-30,351.929993,352.029999,334.019989,334.959991,334.959991,18260700,354.689996,361.59999989999994,383.71849975,352.5281140015957,362.73761703542874,373.3787637159435,18.010009999999966,13.606433699279862
2018-07-31,331.51001,342.5,328.0,337.450012,337.450012,14085400,350.715997,357.39700000000005,380.6820007,347.50208000106386,358.13987066535077,369.9569778382346,14.5,13.191331320883947
2018-08-01,335.869995,344.410004,334.019989,338.380005,338.380005,7790500,345.817999,353.72200000000004,378.0750015,344.46138833404257,354.54716781710516,366.94964709173604,10.390015000000005,14.592788906199829
2018-08-02,337.230011,345.0,334.709991,344.5,344.5,7131300,342.09999980000003,351.7489989,375.38050074999995,344.47425888936175,352.7204100321769,364.81158546395164,10.290008999999998,22.857167014345478
2018-08-03,347.75,347.859985,338.480011,343.089996,343.089996,8848400,339.6760008,349.95299969999996,372.12250055,344.01283792624116,350.9694256626902,362.742862657861,9.379974000000004,18.546537350640094
2018-08-06,342.869995,351.980011,341.73999,350.920013,350.920013,8198100,342.86800519999997,348.7790006,368.72000115000003,346.31522961749414,350.960441542201,361.61687697616,10.240021000000013,31.706395050170357
2018-08-07,353.230011,357.309998,349.01001,351.829987,351.829987,7970900,345.74400019999996,348.2299986,365.53000025,348.15348207832943,351.1185407163463,360.6847922165257,8.299987999999985,34.38755745307418
2018-08-08,352.209991,352.290009,346.609985,347.609985,347.609985,5394700,347.5899962,346.7039976,361.9779998,347.972316385553,350.4806214951924,359.4395724816185,5.680024000000003,37.76860671666412
2018-08-09,347.959991,352.440002,345.820007,349.359985,349.359985,4820300,348.56199319999996,345.33099649999997,358.77099905,348.4348725903687,350.2768694051574,358.47961176908336,6.619995000000017,41.211847304856214
2018-08-10,346.910004,349.100006,344.420013,345.869995,345.869995,4328400,349.117993,344.3969969,356.2744994,347.57991339357915,349.4756195133106,357.2786958863135,4.6799930000000245,37.724804655979845
2018-08-13,339.890015,347.190002,339.070007,341.309998,341.309998,6888900,347.19599000000005,345.0319976,353.31599875,345.4899415957195,347.99096105634504,355.7578675161884,8.119995000000017,38.16002656530613
2018-08-14,342.089996,342.410004,336.25,337.48999,337.48999,5805200,344.32799059999996,345.0359954,351.2164977,342.823291063813,346.081693591555,354.0180696575038,6.160004000000015,30.737703169946514
2018-08-15,334.029999,335.5,321.0,326.399994,326.399994,11784500,340.0859924,343.8379943,348.77999715,337.3488587092087,342.5032027567268,351.38777673774155,14.5,26.097719189635995
2018-08-16,329.899994,331.170013,321.209991,322.440002,322.440002,6689700,334.7019958,341.63199449999996,346.6904967,332.37923980613914,338.85534807368555,348.6308458103376,9.96002199999998,27.502407009837682
2018-08-17,319.01001,324.369995,312.959991,316.779999,316.779999,10407900,328.88399659999993,339.0009948,344.47699725,327.1794928707594,334.8416482421063,345.59743182840066,11.410004000000015,34.392175053870204
2018-08-20,314.640015,331.600006,310.929993,327.730011,327.730011,13591100,326.1679992,336.68199459999994,342.7304976,327.36299891383965,333.54862328899605,343.8957727018863,20.670012999999983,42.71364057169249
2018-08-21,331.0,341.5,329.700012,338.019989,338.019989,14783200,326.273999,335.3009948,341.76549669999997,330.91532894255977,334.3615988728149,343.3361742540876,11.799987999999985,49.76333411026417
2018-08-22,338.48999,346.209991,337.410004,344.440002,344.440002,8930700,329.88200059999997,334.9839965,340.84399705,335.4235532950399,336.19403580503035,343.4413007060793,8.799986999999987,49.960713717260234
2018-08-23,348.109985,350.079987,337.649994,339.170013,339.170013,11336400,333.22800279999996,333.9649993,339.6479979,336.6723731966933,336.73512256775206,343.0345114007384,12.429993000000024,47.55672873529212
2018-08-24,346.0,359.149994,344.540009,358.820007,358.820007,14729100,341.6360044,335.26000050000005,339.8284987,344.05491779779555,340.75055610088805,344.5378919340014,14.609984999999995,54.29161150764665
2018-08-27,367.149994,374.48999,360.0,364.579987,364.579987,17427300,349.0059996,337.58699939999997,341.30949849999996,350.8966075318637,345.0831799007266,346.4466628926679,14.489989999999977,56.57962950421051
2018-08-28,367.230011,369.98999,360.380005,368.48999,368.48999,9222600,355.09999980000003,340.6869994,342.8614974,356.7610683545758,349.3389635551399,348.5460273790805,9.609984999999995,60.80969907264917
2018-08-29,367.200012,369.859985,362.910004,368.040009,368.040009,8118700,359.8200012,344.85100090000003,344.3444976,360.52071523638386,352.73915363602356,350.4025970572633,6.94998099999998,59.80270599677984
2018-08-30,365.0,376.809998,363.540009,370.980011,370.980011,10981000,366.1820008,349.7050018,345.66849815,364.00714715758926,356.05567315674654,352.36235076609535,13.26998900000001,63.25347291439449
2018-08-31,370.660004,376.0,367.079987,367.679993,367.679993,7943400,367.953998,354.7950012,346.89799800000003,365.23142910505953,358.16918585551986,353.82117383599103,8.920012999999983,64.10613231293573
2018-09-04,366.470001,368.880005,361.26001,363.600006,363.600006,7605200,367.7580018,358.38200070000005,347.53199765,364.68762140337304,359.1566076999708,354.7524911849443,7.61999499999996,63.928320967381765
2018-09-05,360.0,363.390015,335.829987,341.179993,341.179993,13092800,362.2960024,358.69800109999994,346.99949795,356.8517452689154,355.88813229997606,353.4598723101877,27.56002799999999,57.0340776336638
2018-09-06,347.440002,356.0,341.98999,346.459991,346.459991,13050200,357.97999880000003,358.9,346.94199825,353.38782717927694,354.1739247908895,352.79321694731266,14.010010000000023,61.2897140195686
2018-09-07,342.200012,355.75,341.25,348.679993,348.679993,9105800,353.5199952,359.850998,346.90799864999997,351.81854911951797,353.1750281016368,352.4014813332829,14.5,65.49446439512275
2018-09-10,352.269989,352.5,343.079987,348.410004,348.410004,5752200,349.66599740000004,358.80999770000005,347.0349991,350.682367413012,352.3086600831574,352.021340634875,9.420012999999983,61.20745983086248
2018-09-11,344.670013,356.149994,343.899994,355.929993,355.929993,6198100,348.1319948,357.94499830000007,347.76599885,352.431575942008,352.96708424985604,352.3935932410774,12.25,60.006711591036854
2018-09-12,359.079987,370.429993,356.23999,369.950012,369.950012,10480800,353.8859986,358.0910005,349.38899995,358.27105462800534,356.05488929533675,354.06563312287955,14.190003000000047,63.137305314069344
2018-09-13,371.910004,374.089996,366.839996,368.149994,368.149994,8366100,358.22399920000004,358.101999,351.47649995,361.56403441867025,358.2539992416391,355.40700082546243,7.25,65.47745309060215
2018-09-14,368.549988,371.089996,363.459991,364.559998,364.559998,4756400,361.4000002,357.45999770000003,353.58249975,362.56268894578017,359.400544470432,356.27871484208504,7.630004999999983,53.7003554474185
2018-09-17,364.220001,367.329987,349.570007,350.350006,350.350006,7071900,361.78800060000003,355.72699900000003,355.2610001,358.49179463052013,357.7549920212625,355.7140759047436,17.75998000000004,41.72771779916258
2018-09-18,353.670013,368.149994,351.559998,367.649994,367.649994,10414000,364.1320008,356.1319978,357.25699925,361.5445277536801,359.55408329012386,356.8508300090537,16.589995999999985,49.57746676679813
2018-09-19,373.950012,377.609985,359.170013,366.959991,366.959991,11876800,363.5339966,358.70999760000007,358.70399935,363.34968216912006,360.90061196464677,357.81360724628667,18.43997200000001,49.4580400199462
2018-09-20,370.26001,370.26001,363.170013,365.359985,365.359985,6768100,362.97599479999997,360.599997,359.7499985,364.0197831127467,361.7114070619837,358.53230988949747,7.089997000000039,47.141391164343425
2018-09-21,366.589996,372.220001,360.73999,361.190002,361.190002,11930600,362.3019956,361.8509979,360.85099794999996,363.0765227418312,361.61660614162304,358.78542342383105,11.480011000000047,46.727845057712656
2018-09-24,359.0,373.640015,354.329987,369.609985,369.609985,9322500,366.1539914,363.970996,361.39049685,365.2543434945541,363.069947752237,359.81633405013287,19.31002799999999,52.9030915946761
2018-09-25,370.230011,371.339996,364.48999,369.429993,369.429993,6799800,366.5099912,365.320996,361.63299715000005,366.6462266630361,364.2263196154666,360.7319206167869,6.850006000000008,67.38034612987003
2018-09-26,373.589996,382.0,370.880005,377.880005,377.880005,13799700,368.69399400000003,366.1139953,362.1024979,370.39081944202405,366.70880786719994,362.3650715104262,11.119995000000017,68.60494103432436
2018-09-27,379.869995,383.200012,376.0,380.709991,380.709991,7326200,371.7639952,367.369995,362.735997,373.83054329468274,369.254477527709,364.11220669990945,7.200012000000015,68.83010850705202
2018-09-28,379.23999,380.799988,373.730011,374.130005,374.130005,7114900,374.3519958,368.3269957,362.8934967,373.93036386312184,370.14093706812554,365.0662827284895,7.069976999999994,64.0761899253604
